time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-09T21:35:33.550Z,33.0391667,-116.3538333,11.34,3.54,ml,124,21,0.08041,0.19,ci,ci40255120,2022-05-10T22:56:09.546Z,"24km E of Julian, CA",earthquake,0.11,0.28,0.129,275,reviewed,ci,ci
2022-05-09T21:35:25.880Z,33.049,-116.3473333,11.52,1.21,ml,13,57,0.08136,0.11,ci,ci40255112,2022-05-09T22:32:29.271Z,"23km WSW of Ocotillo Wells, CA",earthquake,0.26,0.72,0.114,3,reviewed,ci,ci
2022-05-09T21:34:07.901Z,62.657,-153.3361,9.9,3,ml,,,,0.85,ak,ak0225xp16d4,2022-05-09T22:02:01.040Z,"66 km SE of Nikolai, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-05-09T21:17:28.280Z,17.9143333333333,-67.027,1.37,1.93,md,3,254,,0.08,pr,pr71348123,2022-05-09T21:33:37.140Z,"7 km SSE of La Parguera, Puerto Rico",earthquake,0.96,0.44,0.105108997086535,3,reviewed,pr,pr
2022-05-09T21:11:05.850Z,38.8366661,-122.7923355,2.33,1.2,md,23,54,0.002334,0.02,nc,nc73731431,2022-05-09T22:54:10.116Z,"6km WNW of Cobb, CA",earthquake,0.23,0.48,0.19,4,automatic,nc,nc
2022-05-09T21:09:30.480Z,49.341,-120.471,-0.37,1.6,ml,7,176,0.5535,0.55,uw,uw61829942,2022-05-10T04:53:04.370Z,"13 km SSE of Princeton, Canada",explosion,4.34,31.61,0.0944865932338057,3,reviewed,uw,uw
2022-05-09T20:58:02.860Z,17.9358333333333,-66.9143333333333,9.46,3.03,md,19,216,,0.23,pr,pr71348113,2022-05-10T00:30:21.478Z,"4 km S of Guánica, Puerto Rico",earthquake,0.88,0.62,0.0834559065070302,5,reviewed,pr,pr
2022-05-09T20:54:11.197Z,0.5844,122.1898,98.66,4.7,mb,,43,1.502,0.9,us,us7000h86l,2022-05-10T18:32:03.040Z,"97 km W of Gorontalo, Indonesia",earthquake,4,7,0.072,58,reviewed,us,us
2022-05-09T20:50:53.450Z,46.509166666666665,-122.18016666666666,-1.12,0.72,ml,10,173,0.02724,0.31,uw,uw61829932,2022-05-10T05:07:21.930Z,"9 km SE of Morton, Washington",explosion,1.32,31.61,0.19960643055021066,5,reviewed,uw,uw
2022-05-09T20:49:44.410Z,17.9045,-66.905,9.16,2.72,md,20,233,,0.1,pr,pr71348103,2022-05-09T21:15:27.230Z,"7 km S of Guánica, Puerto Rico",earthquake,0.39,0.39,0.225697440208257,9,reviewed,pr,pr
2022-05-09T20:36:21.620Z,33.3288333,-116.3966667,8.54,1.17,ml,35,65,0.02481,0.18,ci,ci40255080,2022-05-09T23:57:43.261Z,"8km NNW of Borrego Springs, CA",earthquake,0.2,0.49,0.144,27,reviewed,ci,ci
2022-05-09T20:28:54.549Z,35.0845,-95.51966667,7.43,2.08,ml,65,56,0.1241756325,0.32,ok,ok2022jbky,2022-05-10T12:54:36.259Z,"14 km WSW of Quinton, Oklahoma",earthquake,,0.8,0.14,12,reviewed,ok,ok
2022-05-09T20:23:48.510Z,38.822834,-122.8044968,3.29,0.5,md,15,71,0.004392,0.03,nc,nc73731416,2022-05-09T22:02:13.781Z,"7km NW of The Geysers, CA",earthquake,0.33,1.01,0.35,2,automatic,nc,nc
2022-05-09T20:19:41.620Z,33.7188333,-116.8386667,15.5,1,ml,36,90,0.07773,0.13,ci,ci40255072,2022-05-09T23:49:42.704Z,"6km ESE of Valle Vista, CA",earthquake,0.22,0.38,0.188,26,reviewed,ci,ci
2022-05-09T20:14:22.840Z,38.8308334,-122.810997,2.01,1,md,20,46,0.007462,0.01,nc,nc73731406,2022-05-09T21:36:16.631Z,"8km NW of The Geysers, CA",earthquake,0.2,0.48,0.23,2,automatic,nc,nc
2022-05-09T20:11:01.710Z,53.864,-166.849833333333,-3.2,-0.27,ml,6,150,,0.11,av,av91058003,2022-05-10T08:44:45.830Z,"20 km W of Dutch Harbor, Alaska",earthquake,0.36,1.59,0.341190635705262,6,reviewed,av,av
2022-05-09T20:00:34.070Z,32.9105,-116.9435,-0.18,1.52,ml,37,71,0.07497,0.28,ci,ci40255048,2022-05-09T23:40:17.534Z,"6km NNW of Lakeside, CA",quarry blast,0.5,31.61,0.208,21,reviewed,ci,ci
2022-05-09T19:57:14.490Z,33.8753333,-117.5018333,-0.43,1.09,ml,30,62,0.04928,0.21,ci,ci40255040,2022-05-10T13:03:39.923Z,"2km E of Home Gardens, CA",quarry blast,0.39,31.61,0.113,16,reviewed,ci,ci
2022-05-09T19:35:12.780Z,33.6445,-116.6831667,12.8,0.69,ml,19,72,0.02556,0.07,ci,ci40255024,2022-05-09T21:15:00.813Z,"10km N of Anza, CA",earthquake,0.17,0.3,0.095,4,reviewed,ci,ci
2022-05-09T19:28:27.340Z,66.2868,-153.0029,0.1,1.3,ml,,,,1.42,ak,ak0225xnt2cu,2022-05-09T19:30:32.384Z,"32 km SSW of New Allakaket, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-09T19:26:56.900Z,34.0595,-117.2568333,16.12,1.08,ml,39,95,0.05062,0.2,ci,ci40255016,2022-05-09T21:02:41.490Z,"1km NNE of Loma Linda, CA",earthquake,0.3,0.53,0.153,16,reviewed,ci,ci
2022-05-09T19:16:48.110Z,38.8233337,-122.8033371,3.2,1.83,md,34,39,0.005263,0.03,nc,nc73731381,2022-05-09T21:09:17.435Z,"6km NW of The Geysers, CA",earthquake,0.21,0.35,0.09,9,automatic,nc,nc
2022-05-09T19:13:43.929Z,64.6619,-146.8705,8.7,1.1,ml,,,,0.76,ak,ak0225xnpvw8,2022-05-09T19:15:43.480Z,"8 km E of Eielson Air Force Base, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-09T19:12:25.960Z,46.472,-120.90433333333333,0.61,1.12,ml,6,246,0.2635,0.63,uw,uw61829832,2022-05-10T17:12:46.380Z,"7 km SSW of Tampico, Washington",earthquake,3.34,53.17,0.25793586782467715,6,reviewed,uw,uw
2022-05-09T19:09:35.720Z,39.6856,-119.7329,8.5,1.7,ml,14,67.91,0.118,0.1894,nn,nn00838548,2022-05-09T19:59:25.416Z,"4 km NNW of Spanish Springs, Nevada",earthquake,,2.6,0.29,10,reviewed,nn,nn
2022-05-09T19:06:39.490Z,38.8341675,-122.7963333,1.77,0.36,md,7,90,0.00631,0.01,nc,nc73731376,2022-05-09T20:42:19.202Z,"6km WNW of Cobb, CA",earthquake,0.5,1.36,,1,automatic,nc,nc
2022-05-09T18:58:15.650Z,33.0431667,-116.353,11.87,1.15,ml,39,48,0.07923,0.17,ci,ci40254992,2022-05-09T19:58:10.662Z,"23km WSW of Ocotillo Wells, CA",earthquake,0.18,0.49,0.177,13,reviewed,ci,ci
2022-05-09T18:49:05.415Z,60.0548,-152.7344,93.3,2.9,ml,,,,0.66,ak,ak0225xnc2ur,2022-05-10T18:16:56.126Z,"57 km WNW of Happy Valley, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-09T18:38:51.650Z,33.0413333,-116.3518333,12.14,1.36,ml,61,34,0.08091,0.18,ci,ci40254968,2022-05-09T19:49:30.209Z,"23km WSW of Ocotillo Wells, CA",earthquake,0.15,0.5,0.222,24,reviewed,ci,ci
2022-05-09T18:36:10.590Z,33.0428333,-116.3498333,11.89,1.47,ml,63,34,0.08178,0.19,ci,ci40254960,2022-05-09T19:10:10.267Z,"23km WSW of Ocotillo Wells, CA",earthquake,0.16,0.46,0.183,37,reviewed,ci,ci
2022-05-09T18:35:59.010Z,33.0418333,-116.3456667,13.28,1.03,ml,38,49,0.08538,0.19,ci,ci40254944,2022-05-09T18:58:44.363Z,"23km WSW of Ocotillo Wells, CA",earthquake,0.26,0.6,0.174,13,reviewed,ci,ci
2022-05-09T18:33:12.744Z,63.0794,-150.3485,97,1.2,ml,,,,0.24,ak,ak0225xn8o5a,2022-05-09T18:39:44.067Z,"68 km NNE of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2022-05-09T18:29:15.460Z,36.7695,-97.83933333,7.48,2.25,ml,90,67,0,0.26,ok,ok2022jbgz,2022-05-10T18:05:03.040Z,"6 km NW of Jefferson, Oklahoma",earthquake,,0.5,0.21,37,reviewed,ok,ok
2022-05-09T18:25:35.430Z,33.042,-116.3493333,12.07,1.24,ml,47,70,0.08251,0.19,ci,ci40254936,2022-05-09T18:47:30.278Z,"23km WSW of Ocotillo Wells, CA",earthquake,0.22,0.59,0.187,21,reviewed,ci,ci
2022-05-09T18:14:32.340Z,35.4693333,-118.4065,2.75,1.7,ml,34,44,0.178,0.15,ci,ci40254920,2022-05-09T18:37:23.750Z,"15km SSE of Bodfish, CA",earthquake,0.15,0.6,0.095,27,reviewed,ci,ci
2022-05-09T18:13:42.019Z,38.164,-117.8774,5.4,0.3,ml,4,190.69,0.069,0.1218,nn,nn00838566,2022-05-09T21:20:15.361Z,"32 km SE of Mina, Nevada",earthquake,,6.3,0.02,2,reviewed,nn,nn
2022-05-09T18:11:27.810Z,37.3745,-118.8053333,4.26,1.13,md,14,99,0.194,0.09,nc,nc73731361,2022-05-11T01:57:10.994Z,"19km WSW of Round Valley, CA",earthquake,0.38,31.61,0.232,9,reviewed,nc,nc
2022-05-09T18:08:22.903Z,54.9636,-157.6401,10,3.6,ml,,208,1.133,0.57,us,us7000h85x,2022-05-10T17:59:25.040Z,"142 km SE of Perryville, Alaska",earthquake,3.6,2,0.066,30,reviewed,us,us
2022-05-09T18:03:31.230Z,38.8336678,-122.7914963,1.73,0.46,md,11,85,0.004819,0.01,nc,nc73731356,2022-05-09T18:58:15.485Z,"6km WNW of Cobb, CA",earthquake,0.32,0.48,0.39,2,automatic,nc,nc
2022-05-09T17:54:01.490Z,54.9885,-157.5501,0.2,3.2,ml,,,,0.63,ak,ak0225xmrqiz,2022-05-10T17:52:39.040Z,"143 km SE of Perryville, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2022-05-09T17:36:53.950Z,33.8275,-117.4793333,-0.63,1.39,ml,33,45,0.03029,0.24,ci,ci40254896,2022-05-09T18:12:13.172Z,"7km SE of Home Gardens, CA",quarry blast,0.4,31.61,0.211,20,reviewed,ci,ci
2022-05-09T17:27:58.470Z,38.8371658,-122.8116684,1.73,1.08,md,21,58,0.01381,0.02,nc,nc73731351,2022-05-09T18:35:21.338Z,"8km WNW of Cobb, CA",earthquake,0.21,0.59,0.14,2,automatic,nc,nc
2022-05-09T17:27:46.480Z,38.8363342,-122.8113327,1.86,1,md,22,56,0.01296,0.02,nc,nc73731346,2022-05-09T18:24:14.279Z,"8km WNW of Cobb, CA",earthquake,0.19,0.64,0.24,2,automatic,nc,nc
2022-05-09T17:27:24.860Z,35.6796667,-117.5375,7.31,1.46,ml,24,82,0.1114,0.18,ci,ci40254888,2022-05-09T17:56:19.163Z,"14km ENE of Ridgecrest, CA",earthquake,0.28,0.77,0.095,19,reviewed,ci,ci
2022-05-09T17:26:14.567Z,64.3996,-146.7873,12.6,0.8,ml,,,,0.6,ak,ak0225xmlqpv,2022-05-09T17:28:37.681Z,"9 km WNW of Harding-Birch Lakes, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-09T17:19:36.650Z,38.8236656,-122.7990036,2.05,0.84,md,13,69,0.008652,0.02,nc,nc73731341,2022-05-09T18:13:15.369Z,"6km NW of The Geysers, CA",earthquake,0.38,0.62,,1,automatic,nc,nc
2022-05-09T17:16:19.638Z,13.4117,94.2089,37.68,4.2,mb,,120,2.256,1.48,us,us7000h85q,2022-05-10T17:45:35.040Z,"249 km NE of Bamboo Flat, India",earthquake,8.8,8,0.175,9,reviewed,us,us
2022-05-09T17:04:18.520Z,38.1568,-117.8685,3.3,1.7,ml,7,164.17,0.074,0.0636,nn,nn00838545,2022-05-09T17:24:45.573Z,"33 km SE of Mina, Nevada",earthquake,,3.8,0.05,3,reviewed,nn,nn
2022-05-09T17:02:11.300Z,53.375,-168.199166666667,-0.34,0,ml,5,295,,0.14,av,av91057983,2022-05-10T08:12:48.280Z,"65 km NE of Nikolski, Alaska",earthquake,0.59,0.42,0.429986049329838,5,reviewed,av,av
2022-05-09T17:02:08.440Z,19.0196666717529,-155.404495239258,34.4900016784668,2.06999993,md,40,217,,0.129999995,hv,hv73007387,2022-05-09T17:05:21.100Z,"19 km ESE of Naalehu, Hawaii",earthquake,0.78,1,0.829999983,6,automatic,hv,hv
2022-05-09T16:57:42.159Z,37.8078,141.8824,56.56,4.5,mb,,174,3.044,0.27,us,us7000h85m,2022-05-09T18:40:06.040Z,"84 km SE of Ishinomaki, Japan",earthquake,8.8,8.7,0.115,25,reviewed,us,us
2022-05-09T16:45:52.813Z,18.515,-73.6521,10,4.3,mb,,83,1.967,0.25,us,us7000h85j,2022-05-09T17:00:51.040Z,"3 km NNW of Baradères, Haiti",earthquake,4.2,2,0.306,3,reviewed,us,us
2022-05-09T16:44:10.320Z,38.8251648,-122.765831,1.75,0.87,md,18,124,0.006184,0.03,nc,nc73731336,2022-05-09T17:30:14.952Z,"4km W of Cobb, CA",earthquake,0.25,0.4,0.11,4,automatic,nc,nc
2022-05-09T16:41:51.900Z,38.8296661,-122.8115005,2.2,0.85,md,15,45,0.00636,0.02,nc,nc73731331,2022-05-09T17:19:15.888Z,"8km NW of The Geysers, CA",earthquake,0.28,0.8,,1,automatic,nc,nc
2022-05-09T16:32:16.204Z,67.5246,-152.0008,0,1.3,ml,,,,1.25,ak,ak0225xm1lj2,2022-05-09T16:35:55.803Z,"69 km S of Anaktuvuk Pass, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-05-09T16:31:44.480Z,34.2626667,-118.6278333,9.94,1.46,ml,18,123,0.04208,0.14,ci,ci40254848,2022-05-09T17:48:57.144Z,"2km WNW of Chatsworth, CA",earthquake,0.31,0.72,0.161,16,reviewed,ci,ci
2022-05-09T16:31:00.260Z,19.1613330841064,-155.490325927734,36.0299987792969,1.96000004,md,29,207,,0.140000001,hv,hv73007357,2022-05-09T16:34:09.830Z,"4 km SSW of Pāhala, Hawaii",earthquake,1.29,1.51999998,1.96000004,4,automatic,hv,hv
2022-05-09T16:24:11.020Z,17.962,-67.0095,19.12,2.12,md,8,184,,0.31,pr,pr71348083,2022-05-09T16:42:38.310Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,1.6,0.85,0.0840630834656499,3,reviewed,pr,pr
2022-05-09T16:21:07.580Z,19.1338329315186,-155.401672363281,32.7999992370605,1.85000002,md,38,180,,0.109999999,hv,hv73007347,2022-05-09T16:24:49.120Z,"11 km SE of Pāhala, Hawaii",earthquake,0.57,0.860000014,1.39999998,14,automatic,hv,hv
2022-05-09T16:20:21.660Z,18.0201666666667,-66.9693333333333,8.14,1.78,md,3,212,,0.06,pr,pr71348078,2022-05-09T16:32:45.530Z,"3 km SW of Liborio Negron Torres, Puerto Rico",earthquake,1.31,31.61,0.170069309222299,3,reviewed,pr,pr
2022-05-09T16:20:02.220Z,45.9128333,-112.2486667,-2,0.47,md,8,167,0.02,0.06,mb,mb80545374,2022-05-09T19:49:37.670Z,"12 km WNW of Whitehall, Montana",quarry blast,0.56,31.61,0.511,3,reviewed,mb,mb
2022-05-09T16:14:59.534Z,-35.3967,-103.2463,10,5,mb,,120,24.289,0.73,us,us7000h85r,2022-05-10T18:55:02.040Z,"southeast of Easter Island",earthquake,5,2,0.058,102,reviewed,us,us
2022-05-09T16:10:56.585Z,38.1638,-117.8661,3.1,1.5,ml,10,107.71,0.078,0.1539,nn,nn00838543,2022-05-09T17:21:36.335Z,"32 km SE of Mina, Nevada",earthquake,,2.9,0.95,5,reviewed,nn,nn
2022-05-09T16:09:27.286Z,38.1574,-117.8708,5.7,1.7,ml,10,90.22,0.072,0.167,nn,nn00838541,2022-05-09T17:15:22.053Z,"33 km SE of Mina, Nevada",earthquake,,3.1,0.25,5,reviewed,nn,nn
2022-05-09T16:07:05.557Z,38.1615,-117.8664,3.9,2.4,ml,9,151.59,0.077,0.1391,nn,nn00838540,2022-05-09T17:09:07.141Z,"33 km SE of Mina, Nevada",earthquake,,3.5,0.26,5,reviewed,nn,nn
2022-05-09T16:03:42.680Z,58.213,-155.3665,8.08,0.3,ml,5,286,,0.15,av,av91057978,2022-05-10T08:09:18.400Z,"89 km NW of Karluk, Alaska",earthquake,0.88,1.17,0.152797116301446,5,reviewed,av,av
2022-05-09T16:03:23.062Z,40.0809,-119.6825,12.6,0.1,ml,3,171.27,0.097,0.0248,nn,nn00838574,2022-05-09T22:16:16.049Z,"16 km NNW of Sutcliffe, Nevada",earthquake,,6.9,0,2,reviewed,nn,nn
2022-05-09T15:47:19.290Z,60.0246666666667,-153.073333333333,0.29,-0.74,ml,4,148,,0.07,av,av91556756,2022-05-10T07:55:43.020Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.31,1.47,0.283589718717636,4,reviewed,av,av
2022-05-09T15:41:29.760Z,53.8678333333333,-166.857666666667,5.53,-0.31,ml,5,156,,0.08,av,av91057973,2022-05-10T08:03:41.010Z,"20 km W of Dutch Harbor, Alaska",earthquake,0.31,0.85,0.247565807207651,5,reviewed,av,av
2022-05-09T15:40:05.370Z,33.6396667,-116.6963333,13.87,1.15,ml,28,54,0.03469,0.1,ci,ci40254808,2022-05-09T17:32:31.340Z,"10km NNW of Anza, CA",earthquake,0.17,0.35,0.199,17,reviewed,ci,ci
2022-05-09T15:39:57.640Z,33.6435,-116.6965,13.57,0.9,ml,24,52,0.03163,0.08,ci,ci40254800,2022-05-09T17:15:54.061Z,"10km NNW of Anza, CA",earthquake,0.18,0.25,0.162,14,reviewed,ci,ci
2022-05-09T15:35:35.757Z,24.8084,122.1846,113.31,4.4,mb,,50,0.645,0.46,us,us7000h859,2022-05-09T16:16:14.040Z,"44 km E of Yilan, Taiwan",earthquake,6.3,5.7,0.064,73,reviewed,us,us
2022-05-09T15:35:09.172Z,31.60739783,-103.9787457,9.267944336,3,ml,16,63,0.08079460116,0.1,tx,tx2022jbbg,2022-05-10T03:50:57.815Z,"36 km NNW of Toyah, Texas",earthquake,0.8821045137,1.085347178,0.2,24,reviewed,tx,tx
2022-05-09T15:33:10.577Z,57.8859,-156.2184,120.6,2.2,ml,,,,0.87,ak,ak0225xlgd65,2022-05-09T16:00:13.040Z,"77 km ESE of Egegik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-05-09T15:33:06.860Z,35.6863333,-117.4976667,6.1,0.75,ml,9,160,0.1037,0.16,ci,ci40254792,2022-05-09T17:07:29.002Z,"12km SW of Searles Valley, CA",earthquake,1.06,1.89,0.13,5,reviewed,ci,ci
2022-05-09T15:20:49.202Z,-17.9359,65.1543,10,4.8,mb,,74,9.44,0.51,us,us7000h852,2022-05-09T15:54:17.040Z,"266 km NE of Port Mathurin, Mauritius",earthquake,11.9,1.9,0.093,39,reviewed,us,us
2022-05-09T15:06:34.130Z,38.7869987,-122.7624969,1.66,2.38,md,47,66,0.01378,0.08,nc,nc73731316,2022-05-09T18:28:15.296Z,"1km NNW of The Geysers, CA",earthquake,0.18,0.26,0.1,21,automatic,nc,nc
2022-05-09T14:57:07.348Z,44.3126,-115.1708,10,2.3,ml,,65,0.815,0.93,us,us7000h84z,2022-05-10T13:14:42.735Z,"21 km WNW of Stanley, Idaho",earthquake,1.5,2,0.081,20,reviewed,us,us
2022-05-09T14:56:30.040Z,38.8346672,-122.8161697,1.6,1.18,md,15,60,0.01222,0.02,nc,nc73731311,2022-05-09T18:13:15.220Z,"8km W of Cobb, CA",earthquake,0.28,0.71,,1,automatic,nc,nc
2022-05-09T14:54:50.120Z,38.8398323,-122.8103333,2.05,0.36,md,10,61,0.01568,0.01,nc,nc73731306,2022-05-09T15:11:23.068Z,"8km WNW of Cobb, CA",earthquake,0.3,0.94,,1,automatic,nc,nc
2022-05-09T14:49:13.382Z,-20.3328,-68.855,118.54,4.2,mb,,61,0.338,0.29,us,us7000h84y,2022-05-09T15:14:13.040Z,"135 km E of Iquique, Chile",earthquake,5.8,5.8,0.199,9,reviewed,us,us
2022-05-09T14:16:45.090Z,37.666,-118.8496667,1.11,0.53,md,11,103,0.03006,0.06,nc,nc73731296,2022-05-09T18:03:15.164Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.2,0.71,0.154,8,reviewed,nc,nc
2022-05-09T14:15:02.800Z,-16.9728,-173.3915,35,4.8,mb,,67,3.418,0.69,us,us7000h842,2022-05-09T15:01:24.040Z,"120 km SSE of Hihifo, Tonga",earthquake,10,1.9,0.079,52,reviewed,us,us
2022-05-09T14:11:40.590Z,38.7890015,-122.7630005,1.84,0.98,md,13,77,0.01838,0.02,nc,nc73731291,2022-05-09T14:38:14.843Z,"1km NNW of The Geysers, CA",earthquake,0.29,0.64,0.16,4,automatic,nc,nc
2022-05-09T14:11:17.810Z,38.7896652,-122.7626648,2.36,1.18,md,11,80,0.01118,0.02,nc,nc73731286,2022-05-09T17:47:24.063Z,"2km NNW of The Geysers, CA",earthquake,0.36,0.82,,1,automatic,nc,nc
2022-05-09T14:10:53.790Z,38.7886658,-122.7606659,1.49,2.19,md,43,61,0.01196,0.06,nc,nc73731281,2022-05-09T17:46:10.055Z,"1km NNW of The Geysers, CA",earthquake,0.18,0.27,0.16,18,automatic,nc,nc
2022-05-09T14:09:21.403Z,24.026,122.5561,35.25,4.6,mb,,73,0.604,0.5,us,us7000h840,2022-05-09T14:56:04.040Z,"66 km SW of Yonakuni, Japan",earthquake,5.1,7.2,0.111,26,reviewed,us,us
2022-05-09T13:57:38.950Z,44.7471667,-111.076,11.12,0.81,ml,13,98,0.05123,0.11,uu,uu60496742,2022-05-09T15:55:31.210Z,"9 km ESE of Hebgen Lake Estates, Montana",earthquake,0.37,0.88,0.243,2,reviewed,uu,uu
2022-05-09T13:56:05.681Z,38.1678,-117.8639,3.3,1.3,ml,8,172.05,0.081,0.1317,nn,nn00838535,2022-05-09T16:59:45.326Z,"32 km SE of Mina, Nevada",earthquake,,3.4,0.05,3,reviewed,nn,nn
2022-05-09T13:50:52.630Z,44.7435,-111.0775,11.01,0.97,ml,14,93,0.05324,0.16,uu,uu60496737,2022-05-09T16:09:27.090Z,"9 km NNE of West Yellowstone, Montana",earthquake,0.48,0.99,0.122,2,reviewed,uu,uu
2022-05-09T13:50:35.420Z,45.73266666666667,-122.49683333333333,15.15,1.4000000000000001,ml,26,66,0.1217,0.21,uw,uw61829707,2022-05-09T18:05:49.190Z,"0 km SW of Hockinson, Washington",earthquake,0.42,1.35,0.19459007789043126,15,reviewed,uw,uw
2022-05-09T13:47:18.440Z,37.9573333,-118.552,9.59,1.45,md,21,86,0.185,0.1,nc,nc73731276,2022-05-10T12:29:16.802Z,"39km S of Qualeys Camp, NV",earthquake,0.45,2.07,0.252,16,reviewed,nc,nc
2022-05-09T13:44:10.819Z,62.3175,-150.9678,73.6,1.7,ml,,,,0.48,ak,ak0225xkbuwp,2022-05-09T13:55:57.347Z,"22 km SSW of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-09T13:40:14.480Z,36.4351667,-117.9388333,10.94,1.7,ml,29,59,0.1141,0.14,ci,ci40254760,2022-05-09T17:04:08.070Z,"18km NNE of Olancha, CA",earthquake,0.2,0.59,0.192,18,reviewed,ci,ci
2022-05-09T13:36:44.250Z,53.8651666666667,-166.861333333333,4.51,-0.41,ml,4,160,,0.07,av,av91057968,2022-05-10T07:44:25.540Z,"21 km W of Dutch Harbor, Alaska",earthquake,0.38,1.19,0.345532063074291,4,reviewed,av,av
2022-05-09T13:19:31.710Z,53.9201666666667,-166.581833333333,8.22,-0.62,ml,5,198,,0.08,av,av91057963,2022-05-10T07:24:15.980Z,"4 km NW of Dutch Harbor, Alaska",earthquake,0.45,0.81,0.271577366967548,5,reviewed,av,av
2022-05-09T13:17:11.300Z,53.8598333333333,-166.844166666667,3.68,-0.38,ml,4,145,,0.2,av,av91057958,2022-05-10T07:20:55.140Z,"20 km W of Dutch Harbor, Alaska",earthquake,0.72,2.43,0.162270993114297,4,reviewed,av,av
2022-05-09T13:13:25.100Z,53.8663333333333,-166.857166666667,4.37,-0.09,ml,5,156,,0.11,av,av91556596,2022-05-10T07:14:17.630Z,"20 km W of Dutch Harbor, Alaska",earthquake,0.39,1.27,0.225744609697983,5,reviewed,av,av
2022-05-09T13:11:54.950Z,13.9878,-91.4528,58.53,4.5,mb,,206,1.626,0.37,us,us7000h83s,2022-05-09T13:45:05.040Z,"28 km SW of Nueva Concepción, Guatemala",earthquake,8.1,25,0.27,4,reviewed,us,us
2022-05-09T13:10:35.570Z,37.2976685,-121.6673355,6.55,1.34,md,12,90,0.03889,0.05,nc,nc73731261,2022-05-09T16:40:15.638Z,"15km E of Seven Trees, CA",earthquake,0.36,0.68,0.08,10,automatic,nc,nc
2022-05-09T13:09:03.390Z,37.3803329,-118.8011703,9.88,2.23,md,26,75,0.1915,0.05,nc,nc73731256,2022-05-09T16:12:16.462Z,"18km WSW of Round Valley, CA",earthquake,0.3,1.88,0.24,28,automatic,nc,nc
2022-05-09T13:02:06.676Z,53.7619,-131.7438,10,4.1,mwr,,89,0.711,0.95,us,us7000h83p,2022-05-10T17:12:06.040Z,"111 km SW of Prince Rupert, Canada",earthquake,6.8,1.9,0.089,12,reviewed,us,us
2022-05-09T13:00:25.200Z,14.0283,-91.4215,68.57,4.6,mb,,155,1.598,0.59,us,us7000h83m,2022-05-09T16:55:36.540Z,"23 km SW of Nueva Concepción, Guatemala",earthquake,8.7,7.6,0.045,150,reviewed,us,us
2022-05-09T12:59:03.280Z,17.9516666666667,-66.845,13.92,2.26,md,5,212,,0.15,pr,pr71348068,2022-05-09T13:16:06.530Z,"5 km SSW of Indios, Puerto Rico",earthquake,1.21,0.86,0.0710120297501144,4,reviewed,pr,pr
2022-05-09T12:48:06.590Z,38.8181648,-122.8201675,3.01,0.35,md,10,89,0.009457,0.01,nc,nc73731251,2022-05-09T13:38:15.490Z,"7km NW of The Geysers, CA",earthquake,0.43,1.35,,1,automatic,nc,nc
2022-05-09T12:34:59.494Z,65.2214,-149.9705,1.7,1.7,ml,,,,0.66,ak,ak0225xjodw8,2022-05-09T12:39:13.451Z,"30 km WNW of Minto, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-05-09T12:32:29.510Z,38.841835,-122.8781662,2.72,0.48,md,12,92,0.005482,0.02,nc,nc73731246,2022-05-09T13:27:18.436Z,"13km ENE of Cloverdale, CA",earthquake,0.34,0.69,0.33,3,automatic,nc,nc
2022-05-09T12:19:50.520Z,19.315,-155.1145,43.12,2.51,ml,52,160,,0.12,hv,hv73007167,2022-05-09T21:35:24.460Z,"16 km S of Fern Forest, Hawaii",earthquake,0.59,0.44,0.221643587064921,19,reviewed,hv,hv
2022-05-09T12:16:13.540Z,51.852,-177.805333333333,-1.69,0.26,ml,4,256,,0.07,av,av91556566,2022-05-10T06:46:21.390Z,"80 km W of Adak, Alaska",earthquake,1.37,1.74,0.140540299886251,4,reviewed,av,av
2022-05-09T12:05:16.880Z,48.367,-122.26683333333334,18.91,0.37,md,9,92,0.04414,0.11,uw,uw61829697,2022-05-09T17:58:22.280Z,"4 km SSW of Big Lake, Washington",earthquake,0.58,0.53,0.34282666483583357,7,reviewed,uw,uw
2022-05-09T11:59:49.600Z,-20.5779,-178.4272,593.19,4.5,mb,,105,4.36,0.51,us,us7000h83j,2022-05-09T12:24:11.040Z,"Fiji region",earthquake,13.9,8.1,0.06,80,reviewed,us,us
