time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-07T05:01:08.800Z,36.1021667,-117.8703333,3.53,1.29,ml,21,66,0.01984,0.1,ci,ci40254048,2022-05-08T16:11:40.760Z,"10km NE of Coso Junction, CA",earthquake,0.14,0.24,0.111,11,reviewed,ci,ci
2022-05-07T04:47:59.610Z,44.8066667,-111.5416667,13.9,1.39,ml,15,91,0.083,0.2,mb,mb80545174,2022-05-07T13:43:53.360Z,"28 km W of Hebgen Lake Estates, Montana",earthquake,0.43,0.83,0.14,8,reviewed,mb,mb
2022-05-07T04:46:21.820Z,33.4296667,-116.6033333,7.94,0.5,ml,32,70,0.06487,0.15,ci,ci40254032,2022-05-08T16:06:33.319Z,"15km SSE of Anza, CA",earthquake,0.22,0.43,0.107,15,reviewed,ci,ci
2022-05-07T04:44:00.490Z,17.9516666666667,-67.0695,13.61,2.11,md,13,243,,0.1,pr,pr71347678,2022-05-07T09:16:05.750Z,"Puerto Rico region",earthquake,0.52,0.21,0.313015403778434,8,reviewed,pr,pr
2022-05-07T04:40:13.199Z,36.271,-97.4915,6.29,1.02,ml,77,47,0.06568710995,0.3,ok,ok2022iwoq,2022-05-09T14:04:11.082Z,"3 km W of Lucien, Oklahoma",earthquake,,0.6,0.19,33,reviewed,ok,ok
2022-05-07T04:40:01.501Z,60.0466,-153.023,116.1,1.2,ml,,,,0.64,ak,ak0225u3vdue,2022-05-07T04:43:13.282Z,"67 km ENE of Pedro Bay, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-05-07T04:31:24.400Z,51.6255,-178.5585,15.89,1,ml,8,174,,0.14,av,av91553631,2022-05-08T21:17:46.470Z,"135 km WSW of Adak, Alaska",earthquake,0.54,2.48,0.298329855950773,8,reviewed,av,av
2022-05-07T04:16:51.076Z,62.1113,-147.3391,19.5,1.5,ml,,,,0.93,ak,ak0225u3qcjl,2022-05-07T04:20:38.234Z,"21 km NNW of Eureka Roadhouse, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-05-07T04:15:49.310Z,44.5635,-110.6971667,7.1,0.86,md,16,76,0.0569,0.16,uu,uu60495797,2022-05-09T15:15:08.780Z,"34 km ESE of West Yellowstone, Montana",earthquake,0.45,1.07,0.269,9,reviewed,uu,uu
2022-05-07T04:10:32.060Z,58.277,-155.451166666667,9.2,0.25,ml,7,272,,0.17,av,av91057663,2022-05-08T21:30:18.450Z,"84 km ESE of King Salmon, Alaska",earthquake,0.78,0.74,0.221851306473069,7,reviewed,av,av
2022-05-07T04:05:16.190Z,51.9745,178.3885,5.35,0.41,ml,4,342,,0.15,av,av91057668,2022-05-08T21:32:48.020Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.79,2.22,0.2503366517957,4,reviewed,av,av
2022-05-07T04:03:10.510Z,51.8633333333333,-177.915166666667,6.48,-0.38,ml,4,178,,0.16,av,av91057658,2022-05-08T21:26:16.190Z,"88 km W of Adak, Alaska",earthquake,0.68,1.52,0.286716166393336,4,reviewed,av,av
2022-05-07T03:59:55.010Z,35.7676667,-117.5813333,7.07,0.97,ml,19,148,0.04974,0.14,ci,ci40254024,2022-05-08T15:57:36.616Z,"16km W of Searles Valley, CA",earthquake,0.26,0.42,0.062,9,reviewed,ci,ci
2022-05-07T03:58:29.510Z,38.8344994,-122.8180008,1.42,0.85,md,8,132,0.0127,0.01,nc,nc73730316,2022-05-07T06:03:14.038Z,"8km NW of The Geysers, CA",earthquake,0.49,1.03,,1,automatic,nc,nc
2022-05-07T03:54:10.920Z,53.8503333333333,-166.549,5.93,0.33,ml,6,153,,0.22,av,av91057653,2022-05-08T20:58:27.560Z,"2 km SSW of Unalaska, Alaska",earthquake,1.02,1.34,0.352023057478538,6,reviewed,av,av
2022-05-07T03:38:00.950Z,39.8145,-123.1406667,11.68,1.84,md,16,162,0.08832,0.11,nc,nc73730311,2022-05-08T22:36:14.239Z,"10km ENE of Covelo, CA",earthquake,0.39,0.59,0.141,21,reviewed,nc,nc
2022-05-07T03:30:10.226Z,61.6128,-152.4652,4.9,0.6,ml,,,,1.85,ak,ak0225u37ttz,2022-05-07T03:36:04.924Z,"70 km SW of Skwentna, Alaska",earthquake,,4.4,,,automatic,ak,ak
2022-05-07T03:21:05.584Z,60.186,-141.3128,13.4,1,ml,,,,0.67,ak,ak0225u35vzy,2022-05-07T05:31:07.372Z,"113 km NW of Yakutat, Alaska",ice quake,,0.4,,,automatic,ak,ak
2022-05-07T03:19:17.070Z,35.8429985,-90.1246643,20.04,2.36,md,27,47,0.1004,0.21,nm,nm60393531,2022-05-07T12:34:19.720Z,"5 km SE of Manila, Arkansas",earthquake,0.51,0.59,0.23,23,reviewed,nm,nm
2022-05-07T03:15:28.875Z,64.5838,-147.72,9,0.7,ml,,,,0.69,ak,ak0225u34ni3,2022-05-07T03:19:15.672Z,"25 km S of South Van Horn, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-05-07T03:10:57.008Z,64.7904,-149.158,23.5,0.9,ml,,,,0.54,ak,ak0225u33n38,2022-05-07T03:12:17.929Z,"20 km N of Four Mile Road, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-07T03:08:41.360Z,56.8771666666667,-158.157666666667,15.85,0.51,ml,4,167,,0.16,av,av91057638,2022-05-08T20:13:54.350Z,"29 km ESE of Port Heiden, Alaska",earthquake,1.58,1.28,0.11081694975441,4,reviewed,av,av
2022-05-07T03:07:49.070Z,56.8036666666667,-158.031833333333,14.1,1.19,ml,4,278,,0.26,av,av91057633,2022-05-08T20:11:53.760Z,"39 km ESE of Port Heiden, Alaska",earthquake,1.86,2.32,0.180902842764384,4,reviewed,av,av
2022-05-07T03:06:54.300Z,56.8156666666667,-158.066666666667,19.95,1.36,ml,4,263,,0.19,av,av91553456,2022-05-08T19:44:35.360Z,"37 km ESE of Port Heiden, Alaska",earthquake,2.27,1.69,0.163535011072689,4,reviewed,av,av
2022-05-07T03:04:36.140Z,56.8046666666667,-158.050333333333,16.44,0.15,ml,4,272,,0.25,av,av91057628,2022-05-08T20:05:28.120Z,"38 km ESE of Port Heiden, Alaska",earthquake,2.3,1.74,0.184697488933726,4,reviewed,av,av
2022-05-07T03:03:59.090Z,19.2584991455078,-155.395492553711,31.6499996185303,2.1099999,md,40,129,,0.119999997,hv,hv73005157,2022-05-07T03:07:03.710Z,"10 km NE of Pāhala, Hawaii",earthquake,0.51,0.649999976,0.699999988,19,automatic,hv,hv
2022-05-07T03:03:19.520Z,56.8618333333333,-158.122333333333,19.38,-0.02,ml,4,203,,0.14,av,av91057623,2022-05-08T20:03:17.360Z,"32 km ESE of Port Heiden, Alaska",earthquake,1.61,1.35,0.199497442857722,4,reviewed,av,av
2022-05-07T03:02:55.030Z,53.8498333333333,-166.7815,6.78,0.48,ml,6,135,,0.1,av,av91553446,2022-05-08T19:48:21.810Z,"16 km WSW of Dutch Harbor, Alaska",earthquake,0.33,0.82,0.303809020973822,6,reviewed,av,av
2022-05-07T03:02:03.570Z,56.8326666666667,-158.062833333333,12.23,0,ml,4,256,,0.18,av,av91057613,2022-05-08T19:58:20.030Z,"36 km ESE of Port Heiden, Alaska",earthquake,1.83,1.15,0.0673056773060127,4,reviewed,av,av
2022-05-07T03:01:32.700Z,56.9055,-158.179,13.67,0.4,ml,4,125,,0.06,av,av91057608,2022-05-08T19:52:22.660Z,"27 km E of Port Heiden, Alaska",earthquake,0.79,0.66,0.0300912210656906,4,reviewed,av,av
2022-05-07T02:59:43.500Z,19.9686666666667,-155.308,21.32,2.1,md,30,210,,0.13,hv,hv73005147,2022-05-07T03:50:41.950Z,"7 km WSW of Laupāhoehoe, Hawaii",earthquake,0.5,0.75,0.226410946995912,14,reviewed,hv,hv
2022-05-07T02:55:16.420Z,52.013,178.3085,3.59,0.36,ml,4,351,,0,av,av91057598,2022-05-08T19:36:17.550Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.88,0.42,0.222397482131032,4,reviewed,av,av
2022-05-07T02:50:16.250Z,19.387,-155.424,0.54,2.14,ml,41,32,,0.14,hv,hv73005142,2022-05-07T03:32:47.110Z,"20 km WSW of Volcano, Hawaii",earthquake,0.23,0.37,0.117274952774363,14,reviewed,hv,hv
2022-05-07T02:41:37.296Z,66.0261,-153.9152,0,1.4,ml,,,,1.03,ak,ak0225u2ot5t,2022-05-07T02:43:49.557Z,"15 km E of Hughes, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-05-07T02:29:51.110Z,17.9001666666667,-66.8523333333333,13.12,2.45,md,6,233,,0.07,pr,pr71347673,2022-05-07T05:43:40.240Z,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,0.74,0.43,0.182457666298865,5,reviewed,pr,pr
2022-05-07T02:26:23.221Z,57.8098,-153.9153,24,2.2,ml,,,,0.47,ak,ak0225u2lkdd,2022-05-07T02:32:47.060Z,"30 km N of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-07T02:23:50.020Z,51.9878333333333,178.3225,4.05,1.77,ml,10,314,,0.19,av,av91553376,2022-05-08T19:22:14.510Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.94,1.15,0.203438230293732,10,reviewed,av,av
2022-05-07T02:22:08.850Z,51.6545,-177.295666666667,16.81,0.36,ml,8,304,,0.2,av,av91057593,2022-05-08T19:31:02.310Z,"51 km WSW of Adak, Alaska",earthquake,1.39,1.32,0.310959362286045,7,reviewed,av,av
2022-05-07T02:21:47.833Z,62.1805,-151.1481,66,1.5,ml,,,,0.24,ak,ak0225u2kjni,2022-05-07T02:29:18.575Z,"24 km NNE of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-05-07T02:12:39.080Z,40.4963341,-123.5035019,7.85,2.14,md,12,152,0.056,0.21,nc,nc73730296,2022-05-07T04:18:13.470Z,"28km WSW of Hayfork, CA",earthquake,1.61,0.9,0.13,7,automatic,nc,nc
2022-05-07T01:56:29.430Z,18.1716666666667,-67.3251666666667,17.07,2.39,md,5,200,,0.08,pr,pr71347663,2022-05-07T02:05:23.440Z,"18 km NW of Puerto Real, Puerto Rico",earthquake,0.67,2.34,0.247128649150144,4,reviewed,pr,pr
2022-05-07T01:38:30.980Z,45.676,-112.1508333,10.45,2.21,ml,36,65,0.227,0.24,mb,mb80545164,2022-05-07T13:15:38.150Z,"20 km W of Pony, Montana",earthquake,0.39,0.69,0.157,21,reviewed,mb,mb
2022-05-07T01:31:16.680Z,40.503334,-123.5425034,7.68,2.18,md,9,192,0.03396,0.08,nc,nc73730291,2022-05-07T04:03:13.385Z,"31km W of Hayfork, CA",earthquake,0.87,0.4,0.09,6,automatic,nc,nc
2022-05-07T01:26:06.640Z,33.2733333,-116.786,12.03,2.35,ml,111,12,0.04369,0.19,ci,ci40253984,2022-05-10T16:53:57.605Z,"4km NNW of Lake Henshaw, CA",earthquake,0.11,0.38,0.149,100,reviewed,ci,ci
2022-05-07T01:23:03.647Z,64.4019,-147.3948,0,1,ml,,,,0.63,ak,ak0225u1zg27,2022-05-07T01:26:07.410Z,"27 km WSW of Salcha, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-05-07T01:21:36.610Z,48.530166666666666,-122.0955,6.93,0.76,ml,8,103,0.02133,0.1,uw,uw61828912,2022-05-07T15:30:53.070Z,"2 km W of Lyman, Washington",earthquake,0.43,0.5,0.08254547480823393,3,reviewed,uw,uw
2022-05-07T01:17:55.366Z,14.1543,-91.2358,89.02,4.7,mb,,150,1.435,1.08,us,us7000h7p6,2022-05-09T17:01:42.781Z,"8 km SE of Nueva Concepción, Guatemala",earthquake,8.3,7.3,0.027,408,reviewed,us,us
2022-05-07T01:11:00.232Z,39.6493,-119.9354,13.8,0.9,ml,5,278.4,0.046,0.0977,nn,nn00838498,2022-05-08T02:38:58.126Z,"4 km SE of Cold Springs, Nevada",earthquake,,2.8,0.18,2,reviewed,nn,nn
2022-05-07T00:59:32.250Z,37.8641663,-121.7860031,15.3,2.4,md,41,140,0.1236,0.09,nc,nc73730276,2022-05-07T03:33:14.036Z,"9km SW of Brentwood, CA",earthquake,0.29,0.62,0.12,41,automatic,nc,nc
2022-05-07T00:56:22.120Z,17.9843333333333,-66.9563333333333,10.64,1.95,md,3,178,,0.1,pr,pr71347653,2022-05-07T01:06:16.920Z,"4 km W of Fuig, Puerto Rico",earthquake,3.03,1.2,0.178695610238089,3,reviewed,pr,pr
2022-05-07T00:50:22.230Z,17.954,-66.9523333333333,10.06,2.31,md,16,206,,0.13,pr,pr71347643,2022-05-07T01:11:47.520Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.39,0.44,0.114411146222435,7,reviewed,pr,pr
2022-05-07T00:45:14.680Z,38.8283348,-122.8056641,1.73,0.35,md,6,109,0.006016,0.01,nc,nc73730271,2022-05-07T03:18:12.940Z,"7km NW of The Geysers, CA",earthquake,0.47,1.2,,1,automatic,nc,nc
2022-05-07T00:27:02.410Z,45.0155,-111.873,7.71,0.98,ml,9,97,0.248,0.07,mb,mb80545159,2022-05-07T13:51:05.500Z,"31 km S of Virginia City, Montana",earthquake,0.38,2.76,0.067,4,reviewed,mb,mb
2022-05-07T00:00:36.740Z,17.9365,-66.8376666666667,11.1,2.18,md,6,216,,0.09,pr,pr71347633,2022-05-07T00:10:50.110Z,"6 km SSW of Indios, Puerto Rico",earthquake,0.54,0.51,0.15302985972095,5,reviewed,pr,pr
2022-05-06T23:59:28.960Z,38.7908325,-122.7265015,1.92,0.86,md,11,95,0.01102,0.01,nc,nc73730256,2022-05-07T00:27:14.965Z,"3km ENE of The Geysers, CA",earthquake,0.29,1.28,0.01,2,automatic,nc,nc
2022-05-06T23:47:46.160Z,38.8336678,-122.8148346,1.91,0.36,md,10,73,0.01091,0.01,nc,nc73730246,2022-05-07T02:27:10.657Z,"8km W of Cobb, CA",earthquake,0.34,0.86,,1,automatic,nc,nc
2022-05-06T23:43:17.630Z,18.4748333333333,-67.148,95.57,3.34,md,18,128,,0.23,pr,pr71347623,2022-05-07T00:10:58.040Z,"3 km NNW of Caban, Puerto Rico",earthquake,1.37,0.79,0.107912977968424,13,reviewed,pr,pr
2022-05-06T23:29:00.446Z,-15.752,-70.5974,205.74,4.5,mb,,120,2.117,0.79,us,us7000h7np,2022-05-06T23:46:55.040Z,"6 km S of Santa Lucía, Peru",earthquake,9.8,11.9,0.145,14,reviewed,us,us
2022-05-06T23:26:42.980Z,38.8326683,-122.8150024,1.99,1.02,md,21,53,0.01003,0.02,nc,nc73730241,2022-05-07T02:01:11.533Z,"8km NW of The Geysers, CA",earthquake,0.21,0.53,0.15,3,automatic,nc,nc
2022-05-06T23:24:37.000Z,59.9533,-151.5069,62.9,1.3,ml,,,,0.26,ak,ak0225srjx5h,2022-05-06T23:32:02.661Z,"12 km E of Happy Valley, Alaska",earthquake,,1,,,automatic,ak,ak
2022-05-06T23:19:32.499Z,56.336,-156.527,49.8,3.2,ml,,,,0.38,ak,ak0225sriu8x,2022-05-06T23:35:57.040Z,"116 km E of Chignik, Alaska",earthquake,,3.3,,,automatic,ak,ak
2022-05-06T23:18:01.619Z,31.707638,-104.1437114,7.699755859,2.5,ml,13,68,0.09954372337,0.2,tx,tx2022iwdz,2022-05-10T20:49:14.733Z,"51 km W of Mentone, Texas",earthquake,1.376085868,1.5935749,0.1,7,reviewed,tx,tx
2022-05-06T23:15:05.865Z,58.1488,-153.5508,59.9,1.4,ml,,,,0.42,ak,ak0225srhxbu,2022-05-06T23:17:17.169Z,"39 km WNW of Aleneva, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-05-06T23:08:07.679Z,40.2537,-119.5827,15.2,1.2,ml,4,287.2,0.142,0.2037,nn,nn00838467,2022-05-07T02:38:39.998Z,"33 km N of Sutcliffe, Nevada",earthquake,,7,0.17,4,reviewed,nn,nn
2022-05-06T23:02:28.289Z,34.493,-97.27533333,0,1.48,ml,70,61,0.09088216582,0.55,ok,ok2022iwdm,2022-05-09T13:22:50.703Z,"11 km SE of Katie, Oklahoma",quarry blast,,0.6,0.22,27,reviewed,ok,ok
2022-05-06T22:55:59.810Z,46.9015,-112.5183333,11.35,1.06,ml,12,69,0.06,0.17,mb,mb80545149,2022-05-07T13:57:23.960Z,"13 km ESE of Lincoln, Montana",earthquake,0.58,0.76,0.13,3,reviewed,mb,mb
2022-05-06T22:54:55.550Z,51.8411666666667,-177.8355,6,-0.55,ml,4,211,,0.2,av,av91057583,2022-05-07T01:31:43.370Z,"82 km W of Adak, Alaska",earthquake,1.05,1.39,0.0594263653922962,4,reviewed,av,av
2022-05-06T22:48:36.530Z,34.7233333,-116.2955,5.1,1.86,ml,21,44,0.1107,0.12,ci,ci40253944,2022-05-06T22:59:47.967Z,"12km W of Ludlow, CA",earthquake,0.16,0.47,0.17,24,reviewed,ci,ci
2022-05-06T22:35:14.069Z,-34.9741,-74.328,10,4.3,mb,,97,1.968,0.92,us,us7000h7nf,2022-05-06T22:52:21.040Z,"179 km WNW of Constitución, Chile",earthquake,6.3,2,0.306,3,reviewed,us,us
2022-05-06T22:33:28.360Z,35.4101667,-117.2606667,3.08,1.68,ml,28,75,0.00509,0.12,ci,ci40253928,2022-05-06T22:57:12.580Z,"34km E of Johannesburg, CA",earthquake,0.17,0.23,0.206,22,reviewed,ci,ci
2022-05-06T22:16:21.931Z,31.69756109,-104.1361099,6.877099609,2.5,ml,13,62,0.06065625153,0.2,tx,tx2022iwbz,2022-05-10T19:54:27.309Z,"50 km W of Mentone, Texas",earthquake,0.9930285021000002,1.518149444,0.2,6,reviewed,tx,tx
2022-05-06T22:10:02.317Z,59.8077,-139.399,0,1.7,ml,,,,1.18,ak,ak0225sqvevb,2022-05-06T22:36:11.813Z,"34 km NNE of Yakutat, Alaska",ice quake,,0.4,,,automatic,ak,ak
2022-05-06T22:02:50.644Z,61.4008,-150.5055,17.1,1.1,ml,,,,0.47,ak,ak0225sqtsvi,2022-05-06T22:07:36.086Z,"15 km S of Susitna, Alaska",earthquake,,0.1,,,automatic,ak,ak
2022-05-06T22:00:52.470Z,38.8289986,-122.8148346,1.72,0.36,md,12,79,0.006718,0.02,nc,nc73730231,2022-05-06T23:54:14.768Z,"8km NW of The Geysers, CA",earthquake,0.33,0.74,,1,automatic,nc,nc
2022-05-06T21:25:56.977Z,-25.2065,179.5636,526.35,4.5,mb,,97,4.618,1.03,us,us7000h7n7,2022-05-06T22:10:36.040Z,"south of the Fiji Islands",earthquake,11.9,7.6,0.124,19,reviewed,us,us
2022-05-06T21:25:06.558Z,59.7808,-139.3967,0,2,ml,,,,1,ak,ak0225sqd7bz,2022-05-06T22:35:50.579Z,"32 km NE of Yakutat, Alaska",ice quake,,0.4,,,automatic,ak,ak
2022-05-06T21:07:38.330Z,38.8274994,-122.8156662,1.76,1.17,md,23,54,0.00599,0.03,nc,nc73730221,2022-05-06T23:03:14.461Z,"8km NW of The Geysers, CA",earthquake,0.2,0.4,0.02,3,automatic,nc,nc
2022-05-06T21:02:40.496Z,58.6871,-154.2943,98.7,1.2,ml,,,,0.5,ak,ak0225sq8cgf,2022-05-06T22:35:12.396Z,"88 km SSE of Kokhanok, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2022-05-06T21:01:44.660Z,33.7028333,-116.7208333,18.5,0.75,ml,18,121,0.009999,0.08,ci,ci40253880,2022-05-06T22:50:54.835Z,"4km S of Idyllwild, CA",earthquake,0.27,0.35,0.143,12,reviewed,ci,ci
2022-05-06T20:59:19.111Z,61.8768,-152.0636,113.8,0.9,ml,,,,0.45,ak,ak0225spz3k5,2022-05-06T21:02:09.163Z,"37 km WSW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-05-06T20:53:51.850Z,18.2146666666667,-66.864,11.18,1.95,md,4,182,,0.28,pr,pr71347613,2022-05-06T21:23:10.850Z,"8 km S of Lares, Puerto Rico",earthquake,1.12,5.94,0.0851357077167652,3,reviewed,pr,pr
2022-05-06T20:38:32.450Z,51.9776666666667,178.5185,5.23,-0.14,ml,4,287,,0.18,av,av91057578,2022-05-07T01:49:28.750Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.05,1.07,0.207478762355282,4,reviewed,av,av
2022-05-06T20:31:16.110Z,35.905,-117.7003333,3.76,1.03,ml,8,181,0.05896,0.04,ci,ci37415644,2022-05-06T22:48:20.912Z,"19km E of Little Lake, CA",earthquake,0.31,0.73,0.044,2,reviewed,ci,ci
2022-05-06T20:30:55.780Z,35.7568333,-117.5776667,8.03,1.74,ml,34,61,0.06095,0.13,ci,ci40253864,2022-05-06T22:44:59.640Z,"16km W of Searles Valley, CA",earthquake,0.16,0.44,0.194,24,reviewed,ci,ci
2022-05-06T20:28:52.358Z,64.7215,-146.1014,14.3,0.9,ml,,,,0.24,ak,ak0225spsi3o,2022-05-06T20:40:58.932Z,"40 km ESE of Pleasant Valley, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-06T20:20:53.060Z,34.98816667,-95.98833333,23.72,2.51,ml,86,80,0.307739611,0.26,ok,ok2022ivye,2022-05-09T13:03:52.227Z,"5 km NNW of Arpelar, Oklahoma",earthquake,,0.5,0.28,29,reviewed,ok,ok
2022-05-06T20:17:27.060Z,40.8205,-124.3621667,23.04,3.25,ml,38,190,0.1701,0.13,nc,nc73730206,2022-05-09T19:23:30.140Z,"16km WNW of Bayview, CA",earthquake,0.5,0.4,0.205,24,reviewed,nc,nc
2022-05-06T20:13:03.100Z,58.2008333333333,-155.423,9.91,0.17,ml,5,300,,0.19,av,av91057568,2022-05-07T01:18:07.850Z,"90 km SE of King Salmon, Alaska",earthquake,1.12,1.51,0.286265636355374,5,reviewed,av,av
2022-05-06T20:12:13.820Z,33.3931667,-116.8963333,13.91,1.29,ml,39,34,0.04849,0.17,ci,ci40253848,2022-05-06T22:39:39.830Z,"5km NW of Palomar Observatory, CA",earthquake,0.21,0.5,0.194,23,reviewed,ci,ci
2022-05-06T20:11:40.990Z,33.388,-116.9018333,13.5,1.85,ml,70,22,0.04745,0.19,ci,ci40253840,2022-05-06T22:33:47.020Z,"5km NW of Palomar Observatory, CA",earthquake,0.16,0.37,0.201,25,reviewed,ci,ci
2022-05-06T20:11:11.283Z,57.5138,-154.9091,62.3,1,ml,,,,0.05,ak,ak0225spos0l,2022-05-06T20:13:56.949Z,"27 km WSW of Karluk, Alaska",earthquake,,2.3,,,automatic,ak,ak
2022-05-06T19:59:19.928Z,63.1101,-149.2626,76.5,2.3,ml,,,,0.52,ak,ak0225spdnfh,2022-05-06T20:28:39.274Z,"35 km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-05-06T19:52:09.890Z,34.3885,-96.85766667,0,1.36,ml,51,179,0.3464320182,0.49,ok,ok2022ivxf,2022-05-09T13:14:31.895Z,"3 km WSW of Mill Creek, Oklahoma",quarry blast,,0.6,0.19,16,reviewed,ok,ok
2022-05-06T19:48:59.800Z,33.1058333,-116.128,10.3,1.28,ml,43,38,0.05994,0.17,ci,ci40253832,2022-05-06T22:22:40.440Z,"4km S of Ocotillo Wells, CA",earthquake,0.17,0.47,0.194,26,reviewed,ci,ci
2022-05-06T19:37:22.390Z,17.953,-66.9383333333333,11.82,1.81,md,3,212,,0.03,pr,pr71347608,2022-05-06T19:44:38.030Z,"3 km WSW of Guánica, Puerto Rico",earthquake,1.97,0.86,0.00908648702159587,3,reviewed,pr,pr
2022-05-06T19:36:20.150Z,37.3885,-118.4088333,10.36,2.91,md,33,75,0.04377,0.07,nc,nc73730186,2022-05-10T14:57:10.984Z,"1km ENE of Dixon Lane-Meadow Creek, CA",earthquake,0.23,0.43,0.139,65,reviewed,nc,nc
2022-05-06T19:35:23.270Z,46.175,-122.43816666666666,25.92,0.38,md,4,317,0.06385,0.07,uw,uw61828697,2022-05-07T20:30:18.790Z,"29 km N of Amboy, Washington",earthquake,3.39,0.72,0.035850177445475584,3,reviewed,uw,uw
2022-05-06T19:27:49.010Z,37.398,-118.4201667,9.02,2.14,md,18,79,0.03203,0.07,nc,nc73730181,2022-05-09T19:51:17.847Z,"1km NNW of Dixon Lane-Meadow Creek, CA",earthquake,0.29,0.65,0.199,20,reviewed,nc,nc
2022-05-06T19:24:47.770Z,33.9835,-116.662,16.28,2.63,ml,96,22,0.05611,0.12,ci,ci40253800,2022-05-09T22:52:01.090Z,"10km SW of Morongo Valley, CA",earthquake,0.09,0.25,0.309,25,reviewed,ci,ci
2022-05-06T19:22:32.078Z,64.6004,-147.7428,6.1,1.4,ml,,,,1,ak,ak0225sp5qy0,2022-05-06T19:48:48.906Z,"23 km S of South Van Horn, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-05-06T19:17:52.375Z,59.624,-152.8351,92.7,1.3,ml,,,,0.27,ak,ak0225sp4pxi,2022-05-06T19:20:31.971Z,"59 km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-06T19:10:35.320Z,43.470333333333336,-123.04983333333334,-0.34,1.54,ml,6,143,0.06318,0.05,uw,uw61828682,2022-05-06T19:30:32.730Z,"14 km ENE of Fair Oaks, Oregon",explosion,0.42,31.61,0.11162534503975641,4,reviewed,uw,uw
2022-05-06T19:06:50.562Z,61.7338,-151.9095,105.3,1.3,ml,,,,0.35,ak,ak0225sp2cuk,2022-05-06T19:10:06.065Z,"39 km SW of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-05-06T19:02:56.270Z,38.1115,-122.1741667,-0.1,1.76,md,16,106,0.02269,0.13,nc,nc73730166,2022-05-08T20:01:56.998Z,"5km E of Vallejo, CA",quarry blast,0.32,31.61,0.236,16,reviewed,nc,nc
2022-05-06T19:02:20.946Z,40.0893,-119.6907,16.6,0.7,ml,4,169.55,0.087,0.0801,nn,nn00838466,2022-05-07T02:38:39.244Z,"17 km NNW of Sutcliffe, Nevada",earthquake,,3,0.23,3,reviewed,nn,nn
2022-05-06T19:00:01.212Z,29.112854,-97.7622932,3.839396159,2.4,ml,11,72,0.1001401493,0.2,tx,tx2022ivvm,2022-05-10T20:28:02.040Z,"17 km S of Nixon, Texas",earthquake,170.9357115,5.554081838,0.1,7,reviewed,tx,tx
2022-05-06T18:56:52.840Z,33.146,-116.5576667,15.95,0.83,ml,26,143,0.09196,0.16,ci,ci40253784,2022-05-06T21:38:34.589Z,"8km NNE of Julian, CA",earthquake,0.34,0.58,0.099,16,reviewed,ci,ci
2022-05-06T18:54:39.993Z,38.1784,-117.7813,9.3,1.9,ml,16,141.72,0.117,0.1179,nn,nn00838438,2022-05-07T02:38:22.021Z,"37 km SE of Mina, Nevada",earthquake,,1.8,0.5,4,reviewed,nn,nn
2022-05-06T18:53:48.820Z,19.2483329772949,-155.387161254883,32.25,1.83000004,md,25,141,,0.140000001,hv,hv73004612,2022-05-06T22:18:33.646Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.85,1.17999995,1.55999994,8,automatic,hv,hv
2022-05-06T18:48:41.010Z,35.9421667,-117.72,3.29,0.53,ml,14,75,0.05678,0.06,ci,ci40253776,2022-05-06T21:33:45.980Z,"17km E of Little Lake, CA",earthquake,0.16,0.67,0.093,6,reviewed,ci,ci
2022-05-06T18:43:42.430Z,47.868833333333335,-122.71616666666667,-0.04,1.97,ml,19,79,0.106,0.55,uw,uw61828672,2022-05-07T20:25:32.510Z,"6 km SSW of Port Ludlow, Washington",explosion,0.74,31.61,0.13381729635085593,6,reviewed,uw,uw
2022-05-06T18:40:00.654Z,60.8051,-145.6239,22.5,1.2,ml,,,,0.68,ak,ak0225soo3sv,2022-05-06T19:00:54.628Z,"30 km NNE of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
